F60,RA,DEC,F100,RA.1,DEC.1,F90,RA.2,DEC.2,F140,RA.3,DEC.3
2.469196081,69.99131615,41.64891346,11.96611118,69.99131615,41.64891346,8.515986443,69.99131615,41.64891346,32.26627731,69.99131615,41.64891346
2.469196081,69.9712451,41.64905315,11.96611118,69.9712451,41.64905315,9.119193077,69.9712451,41.64905315,28.92420387,69.9712451,41.64905315
2.490037918,69.95117385,41.64918934,11.69954586,69.95117385,41.64918934,8.269867897,69.95117385,41.64918934,29.39591789,69.95117385,41.64918934
2.490037918,69.93110241,41.64932205,11.69954586,69.93110241,41.64932205,8.669710159,69.93110241,41.64932205,29.11985779,69.93110241,41.64932205
2.526341438,69.91103079,41.64945126,11.50298023,69.91103079,41.64945126,8.432554245,69.91103079,41.64945126,30.01233673,69.91103079,41.64945126
2.54053688,69.89095898,41.64957698,11.41987324,69.89095898,41.64957698,7.723303318,69.89095898,41.64957698,30.38469315,69.89095898,41.64957698
2.54053688,69.870887,41.64969922,11.41987324,69.870887,41.64969922,7.62195015,69.870887,41.64969922,31.79643059,69.870887,41.64969922
2.395857334,69.85081486,41.64981796,11.34968281,69.85081486,41.64981796,7.600730896,69.85081486,41.64981796,32.51844025,69.85081486,41.64981796
2.395857334,69.83074254,41.64993321,11.34968281,69.83074254,41.64993321,8.234312057,69.83074254,41.64993321,30.99587822,69.83074254,41.64993321
2.413279295,69.81067007,41.65004496,11.29158592,69.81067007,41.65004496,7.93068409,69.81067007,41.65004496,28.06474113,69.81067007,41.65004496
2.366238594,69.79059744,41.65015323,11.21094513,69.79059744,41.65015323,8.152071953,69.79059744,41.65015323,27.72126007,69.79059744,41.65015323
2.366238594,69.77052466,41.650258,11.21094513,69.77052466,41.650258,7.536673069,69.77052466,41.650258,30.27656937,69.77052466,41.650258
2.267778635,69.75045174,41.65035929,11.12652588,69.75045174,41.65035929,7.558526516,69.75045174,41.65035929,30.75189209,69.75045174,41.65035929
2.267778635,69.73037867,41.65045708,11.12652588,69.73037867,41.65045708,7.712245464,69.73037867,41.65045708,30.29150963,69.73037867,41.65045708
2.179682493,69.71030547,41.65055138,10.8175354,69.71030547,41.65055138,7.987902164,69.71030547,41.65055138,30.29726982,69.71030547,41.65055138
2.215598106,69.69023214,41.65064218,10.54785633,69.69023214,41.65064218,8.655602455,69.69023214,41.65064218,30.73774147,69.69023214,41.65064218
2.215598106,69.67015868,41.6507295,10.54785633,69.67015868,41.6507295,7.778547764,69.67015868,41.6507295,29.1779995,69.67015868,41.6507295
2.216722727,69.65008511,41.65081332,10.32468605,69.65008511,41.65081332,7.55180645,69.65008511,41.65081332,30.63318443,69.65008511,41.65081332
2.216722727,69.63001141,41.65089365,10.32468605,69.63001141,41.65089365,7.79190588,69.63001141,41.65089365,28.63359833,69.63001141,41.65089365
2.204196453,69.60993761,41.65097049,10.25843334,69.60993761,41.65097049,8.431538582,69.60993761,41.65097049,25.48017693,69.60993761,41.65097049
2.072624445,69.5898637,41.65104384,10.22279263,69.5898637,41.65104384,7.897062302,69.5898637,41.65104384,26.88627434,69.5898637,41.65104384
2.072624445,69.56978969,41.65111369,10.22279263,69.56978969,41.65111369,8.07760334,69.56978969,41.65111369,29.62415504,69.56978969,41.65111369
1.981003046,69.54971558,41.65118005,10.1883173,69.54971558,41.65118005,8.038822174,69.54971558,41.65118005,31.02118301,69.54971558,41.65118005
1.981003046,69.52964138,41.65124292,10.1883173,69.52964138,41.65124292,7.290388584,69.52964138,41.65124292,28.63034248,69.52964138,41.65124292
2.036785841,69.5095671,41.6513023,10.16878128,69.5095671,41.6513023,7.736999989,69.5095671,41.6513023,30.03718567,69.5095671,41.6513023
2.102654457,69.48949273,41.65135819,10.09556484,69.48949273,41.65135819,8.274230957,69.48949273,41.65135819,32.26278305,69.48949273,41.65135819
2.102654457,69.46941829,41.65141058,10.09556484,69.46941829,41.65141058,8.582204819,69.46941829,41.65141058,31.10346222,69.46941829,41.65141058
2.05786705,69.44934377,41.65145948,10.23259544,69.44934377,41.65145948,7.962006092,69.44934377,41.65145948,28.47558212,69.44934377,41.65145948
2.05786705,69.42926919,41.65150488,10.23259544,69.42926919,41.65150488,8.216389656,69.42926919,41.65150488,25.77143288,69.42926919,41.65150488
2.032064199,69.40919455,41.6515468,10.37051487,69.40919455,41.6515468,7.725586414,69.40919455,41.6515468,26.3694973,69.40919455,41.6515468
2.083540201,69.38911985,41.65158522,10.64450455,69.38911985,41.65158522,7.819011211,69.38911985,41.65158522,27.86595154,69.38911985,41.65158522
2.083540201,69.3690451,41.65162015,10.64450455,69.3690451,41.65162015,7.448008537,69.3690451,41.65162015,27.36994553,69.3690451,41.65162015
2.091567039,69.3489703,41.65165158,10.71111965,69.3489703,41.65165158,7.598709106,69.3489703,41.65165158,27.13531494,69.3489703,41.65165158
2.091567039,69.32889547,41.65167953,10.71111965,69.32889547,41.65167953,7.517981529,69.32889547,41.65167953,27.84549904,69.32889547,41.65167953
2.136619806,69.30882059,41.65170398,10.66070557,69.30882059,41.65170398,8.343182564,69.30882059,41.65170398,26.72831535,69.30882059,41.65170398
2.170815706,69.28874568,41.65172493,10.77334309,69.28874568,41.65172493,7.497357368,69.28874568,41.65172493,27.99847984,69.28874568,41.65172493
2.170815706,69.26867075,41.6517424,10.77334309,69.26867075,41.6517424,7.68935585,69.26867075,41.6517424,27.7021389,69.26867075,41.6517424
2.208944559,69.24859579,41.65175637,10.62155151,69.24859579,41.65175637,8.772472382,69.24859579,41.65175637,27.33045959,69.24859579,41.65175637
2.208944559,69.22852081,41.65176685,10.62155151,69.22852081,41.65176685,8.389453888,69.22852081,41.65176685,27.56407547,69.22852081,41.65176685
2.257788897,69.20844583,41.65177383,10.78775311,69.20844583,41.65177383,7.698158264,69.20844583,41.65177383,27.98756981,69.20844583,41.65177383
2.242831469,69.18837083,41.65177733,10.74805641,69.18837083,41.65177733,7.619380951,69.18837083,41.65177733,26.22634697,69.18837083,41.65177733
2.242831469,69.16829583,41.65177733,10.74805641,69.16829583,41.65177733,8.045670509,69.16829583,41.65177733,28.1788578,69.16829583,41.65177733
2.194471598,69.14822084,41.65177383,10.60406303,69.14822084,41.65177383,8.180276871,69.14822084,41.65177383,29.17106438,69.14822084,41.65177383
2.194471598,69.12814585,41.65176685,10.60406303,69.12814585,41.65176685,7.976707935,69.12814585,41.65176685,28.10585022,69.12814585,41.65176685
2.202671289,69.10807088,41.65175637,10.57513142,69.10807088,41.65175637,7.343808651,69.10807088,41.65175637,24.68091202,69.10807088,41.65175637
2.176919937,69.08799592,41.6517424,10.72002125,69.08799592,41.6517424,6.814410686,69.08799592,41.6517424,25.30817604,69.08799592,41.6517424
2.176919937,69.06792099,41.65172493,10.72002125,69.06792099,41.65172493,7.900045872,69.06792099,41.65172493,24.61447144,69.06792099,41.65172493
2.281554222,69.04784608,41.65170398,11.15382099,69.04784608,41.65170398,8.034207344,69.04784608,41.65170398,26.01351738,69.04784608,41.65170398
2.281554222,69.0277712,41.65167953,11.15382099,69.0277712,41.65167953,8.370108604,69.0277712,41.65167953,26.53350449,69.0277712,41.65167953
2.321469069,69.00769636,41.65165158,11.12953281,69.00769636,41.65165158,8.765426636,69.00769636,41.65165158,27.09939003,69.00769636,41.65165158
2.353880167,68.98762156,41.65162015,11.35702515,68.98762156,41.65162015,8.236118317,68.98762156,41.65162015,25.75614738,68.98762156,41.65162015
2.353880167,68.96754681,41.65158522,11.35702515,68.96754681,41.65158522,8.615296364,68.96754681,41.65158522,25.77502632,68.96754681,41.65158522
2.322701216,68.94747212,41.6515468,11.64371109,68.94747212,41.6515468,9.280070305,68.94747212,41.6515468,27.42166138,68.94747212,41.6515468
2.322701216,68.92739747,41.65150488,11.64371109,68.92739747,41.65150488,9.467905998,68.92739747,41.65150488,27.66383553,68.92739747,41.65150488
2.32105732,68.90732289,41.65145948,11.43514729,68.90732289,41.65145948,9.177594185,68.90732289,41.65145948,24.69816208,68.90732289,41.65145948
2.362617493,68.88724838,41.65141058,11.50980854,68.88724838,41.65141058,8.492507935,68.88724838,41.65141058,26.60796738,68.88724838,41.65141058
2.362617493,68.86717394,41.65135819,11.50980854,68.86717394,41.65135819,8.533248901,68.86717394,41.65135819,27.49069214,68.86717394,41.65135819
2.415184975,68.84709957,41.6513023,12.06657314,68.84709957,41.6513023,8.868457794,68.84709957,41.6513023,26.99015808,68.84709957,41.6513023
2.471349716,68.82702529,41.65124292,12.28270531,68.82702529,41.65124292,8.982214928,68.82702529,41.65124292,27.97110558,68.82702529,41.65124292
2.515129566,68.80695109,41.65118005,12.77783775,68.80695109,41.65118005,9.293365479,68.80695109,41.65118005,30.14859009,68.80695109,41.65118005
2.556402683,68.78687698,41.65111369,12.99182987,68.78687698,41.65111369,9.335459709,68.78687698,41.65111369,32.13829422,68.78687698,41.65111369
2.556402683,68.76680297,41.65104384,12.99182987,68.76680297,41.65104384,9.757676125,68.76680297,41.65104384,31.33855247,68.76680297,41.65104384
2.548688173,68.74672906,41.65097049,13.30326557,68.74672906,41.65097049,10.25324249,68.74672906,41.65097049,31.65756226,68.74672906,41.65097049
2.548688173,68.72665525,41.65089365,13.30326557,68.72665525,41.65089365,9.012277603,68.72665525,41.65089365,33.4729805,68.72665525,41.65089365
2.536467552,68.70658156,41.65081332,13.08676147,68.70658156,41.65081332,9.353675842,68.70658156,41.65081332,30.14135742,68.70658156,41.65081332
2.516375303,68.68650798,41.6507295,12.8824749,68.68650798,41.6507295,9.597764969,68.68650798,41.6507295,30.71473503,68.68650798,41.6507295
2.516375303,68.66643453,41.65064218,12.8824749,68.66643453,41.65064218,10.02402782,68.66643453,41.65064218,28.99339676,68.66643453,41.65064218
2.558042526,68.6463612,41.65055138,12.5577383,68.6463612,41.65055138,8.762794495,68.6463612,41.65055138,26.28383064,68.6463612,41.65055138
2.558042526,68.626288,41.65045708,12.5577383,68.626288,41.65045708,9.466953278,68.626288,41.65045708,24.00155258,68.626288,41.65045708
2.718292713,68.60621493,41.65035929,12.94462585,68.60621493,41.65035929,9.281592369,68.60621493,41.65035929,29.04026031,68.60621493,41.65035929
2.752147675,68.58614201,41.650258,13.32032299,68.58614201,41.650258,9.609096527,68.58614201,41.650258,32.563694,68.58614201,41.650258
2.752147675,68.56606923,41.65015323,13.32032299,68.56606923,41.65015323,9.348946571,68.56606923,41.65015323,28.10316658,68.56606923,41.65015323
2.770085096,68.5459966,41.65004496,13.60859489,68.5459966,41.65004496,9.548106194,68.5459966,41.65004496,28.0163765,68.5459966,41.65004496
2.770085096,68.52592412,41.64993321,13.60859489,68.52592412,41.64993321,9.861423492,68.52592412,41.64993321,28.53019905,68.52592412,41.64993321
2.713474512,68.50585181,41.64981796,13.69542408,68.50585181,41.64981796,9.366220474,68.50585181,41.64981796,29.73380852,68.50585181,41.64981796
2.762997389,68.48577966,41.64969922,13.57620716,68.48577966,41.64969922,9.154639244,68.48577966,41.64969922,30.83730507,68.48577966,41.64969922
2.762997389,68.46570768,41.64957698,13.57620716,68.46570768,41.64957698,9.071920395,68.46570768,41.64957698,28.00941658,68.46570768,41.64957698
2.722213268,68.44563588,41.64945126,13.65979099,68.44563588,41.64945126,8.884944916,68.44563588,41.64945126,30.58732033,68.44563588,41.64945126
2.722213268,68.42556426,41.64932205,13.65979099,68.42556426,41.64932205,9.52840519,68.42556426,41.64932205,29.83976936,68.42556426,41.64932205
2.676627159,68.40549282,41.64918934,13.56480408,68.40549282,41.64918934,9.259116173,68.40549282,41.64918934,25.66326141,68.40549282,41.64918934
2.673827887,68.38542157,41.64905315,13.39853191,68.38542157,41.64905315,9.784440994,68.38542157,41.64905315,27.32258415,68.38542157,41.64905315
2.673827887,68.36535051,41.64891346,13.39853191,68.36535051,41.64891346,9.660645485,68.36535051,41.64891346,26.84857941,68.36535051,41.64891346
2.584972143,68.34527966,41.64877028,13.2344656,68.34527966,41.64877028,9.327703476,68.34527966,41.64877028,29.00327682,68.34527966,41.64877028
2.584972143,68.32520901,41.64862361,13.2344656,68.32520901,41.64862361,9.014782906,68.32520901,41.64862361,28.58357811,68.32520901,41.64862361
2.59071517,68.30513857,41.64847345,13.28380871,68.30513857,41.64847345,8.660747528,68.30513857,41.64847345,29.27970505,68.30513857,41.64847345
2.679872036,68.28506834,41.64831981,13.18930721,68.28506834,41.64831981,9.760107994,68.28506834,41.64831981,29.66175652,68.28506834,41.64831981
2.679872036,68.26499833,41.64816267,13.18930721,68.26499833,41.64816267,8.760295868,68.26499833,41.64816267,28.9161911,68.26499833,41.64816267
2.664205551,68.24492855,41.64800204,13.00709248,68.24492855,41.64800204,8.79165554,68.24492855,41.64800204,29.1138134,68.24492855,41.64800204
2.664205551,68.22485899,41.64783792,13.00709248,68.22485899,41.64783792,8.794645309,68.22485899,41.64783792,28.61483383,68.22485899,41.64783792
2.626132965,68.20478967,41.64767031,12.74719048,68.20478967,41.64767031,9.105540276,68.20478967,41.64767031,28.6567421,68.20478967,41.64767031
2.618635654,68.18472059,41.64749921,12.52487373,68.18472059,41.64749921,8.484061241,68.18472059,41.64749921,28.26960373,68.18472059,41.64749921
2.847546816,70.17171504,41.63250147,13.90919685,70.17171504,41.63250147,9.260845184,70.17171504,41.63250147,33.34515762,70.17171504,41.63250147
2.714647532,70.15165062,41.63267248,13.38983822,70.15165062,41.63267248,8.603126526,70.15165062,41.63267248,32.05033112,70.15165062,41.63267248
2.714647532,70.13158597,41.63284,13.38983822,70.13158597,41.63284,8.953477859,70.13158597,41.63284,32.20739746,70.13158597,41.63284
2.624115944,70.11152108,41.63300404,12.90633392,70.11152108,41.63300404,9.249342918,70.11152108,41.63300404,31.59201622,70.11152108,41.63300404
2.594273567,70.09145596,41.63316458,12.57666016,70.09145596,41.63316458,8.64283371,70.09145596,41.63316458,31.6547699,70.09145596,41.63316458
2.594273567,70.07139062,41.63332164,12.57666016,70.07139062,41.63332164,8.789352417,70.07139062,41.63332164,33.0007515,70.07139062,41.63332164
2.526177406,70.05132506,41.6334752,12.31345463,70.05132506,41.6334752,9.879347801,70.05132506,41.6334752,32.61569595,70.05132506,41.6334752
2.476640701,70.03125928,41.63362528,12.12177086,70.03125928,41.63362528,9.035902023,70.03125928,41.63362528,31.96170616,70.03125928,41.63362528
2.450310707,70.0111933,41.63377187,12.01737595,70.0111933,41.63377187,8.457737923,70.0111933,41.63377187,32.70265961,70.0111933,41.63377187
2.464082241,69.99112711,41.63391498,11.71409035,69.99112711,41.63391498,8.38323307,69.99112711,41.63391498,31.03686714,69.99112711,41.63391498
2.464082241,69.97106072,41.63405459,11.71409035,69.97106072,41.63405459,7.321446419,69.97106072,41.63405459,28.37673759,69.97106072,41.63405459
2.532793283,69.95099413,41.63419071,11.60562134,69.95099413,41.63419071,8.346603394,69.95099413,41.63419071,28.93759346,69.95099413,41.63419071
2.532793283,69.93092736,41.63432335,11.60562134,69.93092736,41.63432335,8.339224815,69.93092736,41.63432335,28.31958771,69.93092736,41.63432335
2.564695835,69.9108604,41.6344525,11.59022236,69.9108604,41.6344525,8.811540604,69.9108604,41.6344525,28.70160294,69.9108604,41.6344525
2.635499239,69.89079327,41.63457815,11.48091793,69.89079327,41.63457815,8.408842087,69.89079327,41.63457815,28.75321007,69.89079327,41.63457815
2.635499239,69.87072596,41.63470032,11.48091793,69.87072596,41.63470032,7.833768368,69.87072596,41.63470032,32.32357025,69.87072596,41.63470032
2.485235691,69.85065847,41.634819,11.4503212,69.85065847,41.634819,8.490797997,69.85065847,41.634819,32.59070969,69.85065847,41.634819
2.485235691,69.83059083,41.63493419,11.4503212,69.83059083,41.63493419,7.264008999,69.83059083,41.63493419,29.77353859,69.83059083,41.63493419
2.433021545,69.81052302,41.63504588,11.26479149,69.81052302,41.63504588,8.24262619,69.81052302,41.63504588,29.7408886,69.81052302,41.63504588
2.356930494,69.79045506,41.63515409,11.11739254,69.79045506,41.63515409,7.332077026,69.79045506,41.63515409,29.70659637,69.79045506,41.63515409
2.356930494,69.77038695,41.63525881,11.11739254,69.77038695,41.63525881,8.263948441,69.77038695,41.63525881,30.49932861,69.77038695,41.63525881
2.259994268,69.75031869,41.63536004,10.87956142,69.75031869,41.63536004,6.611148357,69.75031869,41.63536004,29.81960487,69.75031869,41.63536004
2.259994268,69.73025029,41.63545778,10.87956142,69.73025029,41.63545778,7.840173721,69.73025029,41.63545778,29.65748024,69.73025029,41.63545778
2.161340237,69.71018176,41.63555203,10.72417927,69.71018176,41.63555203,7.687444687,69.71018176,41.63555203,30.20017624,69.71018176,41.63555203
2.200551033,69.6901131,41.63564279,10.35370636,69.6901131,41.63564279,8.102462769,69.6901131,41.63564279,30.19298935,69.6901131,41.63564279
2.200551033,69.67004431,41.63573006,10.35370636,69.67004431,41.63573006,8.756689072,69.67004431,41.63573006,29.20494652,69.67004431,41.63573006
2.204584599,69.6499754,41.63581384,10.28155041,69.6499754,41.63581384,8.280724525,69.6499754,41.63581384,30.40111732,69.6499754,41.63581384
2.204584599,69.62990637,41.63589413,10.28155041,69.62990637,41.63589413,8.012028694,69.62990637,41.63589413,28.13541985,69.62990637,41.63589413
2.180423975,69.60983724,41.63597093,10.22988605,69.60983724,41.63597093,8.185744286,69.60983724,41.63597093,26.35273552,69.60983724,41.63597093
2.072624445,69.58976799,41.63604423,10.22279263,69.58976799,41.63604423,7.936486721,69.58976799,41.63604423,28.03988075,69.58976799,41.63604423
2.072624445,69.56969865,41.63611405,10.22279263,69.56969865,41.63611405,8.03314209,69.56969865,41.63611405,29.85747337,69.56969865,41.63611405
1.981003046,69.54962921,41.63618038,10.1883173,69.54962921,41.63618038,7.37085247,69.54962921,41.63618038,31.09231186,69.54962921,41.63618038
1.981003046,69.52955968,41.63624322,10.1883173,69.52955968,41.63624322,7.272948265,69.52955968,41.63624322,30.48191261,69.52955968,41.63624322
2.036785841,69.50949006,41.63630256,10.16878128,69.50949006,41.63630256,7.877661705,69.50949006,41.63630256,31.47962379,69.50949006,41.63630256
2.102654457,69.48942037,41.63635842,10.09556484,69.48942037,41.63635842,8.097003937,69.48942037,41.63635842,32.11600876,69.48942037,41.63635842
2.102654457,69.46935059,41.63641078,10.09556484,69.46935059,41.63641078,8.022615433,69.46935059,41.63641078,32.04229355,69.46935059,41.63641078
2.05786705,69.44928075,41.63645965,10.23259544,69.44928075,41.63645965,7.787711143,69.44928075,41.63645965,27.04381371,69.44928075,41.63645965
2.05786705,69.42921083,41.63650504,10.23259544,69.42921083,41.63650504,8.369512558,69.42921083,41.63650504,25.10384941,69.42921083,41.63650504
2.032064199,69.40914086,41.63654693,10.37051487,69.40914086,41.63654693,7.704751492,69.40914086,41.63654693,27.91403961,69.40914086,41.63654693
2.083540201,69.38907083,41.63658533,10.64450455,69.38907083,41.63658533,7.775328636,69.38907083,41.63658533,29.30080795,69.38907083,41.63658533
2.083540201,69.36900075,41.63662024,10.64450455,69.36900075,41.63662024,7.650273323,69.36900075,41.63662024,27.24996948,69.36900075,41.63662024
2.091567039,69.34893062,41.63665166,10.71111965,69.34893062,41.63665166,7.288968563,69.34893062,41.63665166,26.96739388,69.34893062,41.63665166
2.091567039,69.32886045,41.63667959,10.71111965,69.32886045,41.63667959,7.433096409,69.32886045,41.63667959,27.72859192,69.32886045,41.63667959
2.136619806,69.30879024,41.63670402,10.66070557,69.30879024,41.63670402,8.185188293,69.30879024,41.63670402,27.49642944,69.30879024,41.63670402
2.196766853,69.28872,41.63672497,10.91228199,69.28872,41.63672497,7.763078213,69.28872,41.63672497,28.91078186,69.28872,41.63672497
2.196766853,69.26864974,41.63674243,10.91228199,69.26864974,41.63674243,7.889029026,69.26864974,41.63674243,27.79529381,69.26864974,41.63674243
2.23251009,69.24857945,41.63675639,10.46724415,69.24857945,41.63675639,9.180326462,69.24857945,41.63675639,27.06291199,69.24857945,41.63675639
2.23251009,69.22850914,41.63676686,10.46724415,69.22850914,41.63676686,9.210680008,69.22850914,41.63676686,27.59270859,69.22850914,41.63676686
2.162956476,69.20843882,41.63677384,10.4811039,69.20843882,41.63677384,7.990795612,69.20843882,41.63677384,27.77376556,69.20843882,41.63677384
2.173017502,69.1883685,41.63677734,10.52084446,69.1883685,41.63677734,8.318013191,69.1883685,41.63677734,25.96527672,69.1883685,41.63677734
2.173017502,69.16829817,41.63677734,10.52084446,69.16829817,41.63677734,8.04852581,69.16829817,41.63677734,28.37252808,69.16829817,41.63677734
2.180169344,69.14822784,41.63677384,10.35220909,69.14822784,41.63677384,7.581358433,69.14822784,41.63677384,29.44035149,69.14822784,41.63677384
2.180169344,69.12815753,41.63676686,10.35220909,69.12815753,41.63676686,7.732761383,69.12815753,41.63676686,28.25512123,69.12815753,41.63676686
2.136509418,69.10808722,41.63675639,10.40324688,69.10808722,41.63675639,7.545006275,69.10808722,41.63675639,26.63207436,69.10808722,41.63675639
2.121946335,69.08801693,41.63674243,10.75605106,69.08801693,41.63674243,7.241991997,69.08801693,41.63674243,24.64496422,69.08801693,41.63674243
2.121946335,69.06794666,41.63672497,10.75605106,69.06794666,41.63672497,7.33655405,69.06794666,41.63672497,22.09579086,69.06794666,41.63672497
2.227331877,69.04787642,41.63670402,11.02567387,69.04787642,41.63670402,7.079318047,69.04787642,41.63670402,26.52173805,69.04787642,41.63670402
2.227331877,69.02780622,41.63667959,11.02567387,69.02780622,41.63667959,7.499118328,69.02780622,41.63667959,26.70319176,69.02780622,41.63667959
2.237422705,69.00773605,41.63665166,11.05293655,69.00773605,41.63665166,7.917586803,69.00773605,41.63665166,25.04534721,69.00773605,41.63665166
2.33753252,68.98766592,41.63662024,11.35481644,68.98766592,41.63662024,9.005994797,68.98766592,41.63662024,26.03161621,68.98766592,41.63662024
2.33753252,68.96759584,41.63658533,11.35481644,68.96759584,41.63658533,8.553291321,68.96759584,41.63658533,27.78406525,68.96759584,41.63658533
2.316728592,68.94752581,41.63654693,11.54986954,68.94752581,41.63654693,8.906621933,68.94752581,41.63654693,27.79692078,68.94752581,41.63654693
2.316728592,68.92745583,41.63650504,11.54986954,68.92745583,41.63650504,8.341784477,68.92745583,41.63650504,27.05939865,68.92745583,41.63650504
2.324101686,68.90738592,41.63645965,11.7078619,68.90738592,41.63645965,8.766115189,68.90738592,41.63645965,25.99571037,68.90738592,41.63645965
2.377590895,68.88731607,41.63641078,11.72127914,68.88731607,41.63641078,8.494608879,68.88731607,41.63641078,25.81497002,68.88731607,41.63641078
2.377590895,68.8672463,41.63635842,11.72127914,68.8672463,41.63635842,7.96303606,68.8672463,41.63635842,29.38731575,68.8672463,41.63635842
2.471349716,68.8471766,41.63630256,12.28270531,68.8471766,41.63630256,8.786428452,68.8471766,41.63630256,28.78158188,68.8471766,41.63630256
2.471349716,68.82710699,41.63624322,12.28270531,68.82710699,41.63624322,8.950961113,68.82710699,41.63624322,29.1799221,68.82710699,41.63624322
2.515129566,68.80703746,41.63618038,12.77783775,68.80703746,41.63618038,9.308478355,68.80703746,41.63618038,30.37614632,68.80703746,41.63618038
2.556402683,68.78696802,41.63611405,12.99182987,68.78696802,41.63611405,8.755926132,68.78696802,41.63611405,31.18755913,68.78696802,41.63611405
2.556402683,68.76689867,41.63604423,12.99182987,68.76689867,41.63604423,9.995401382,68.76689867,41.63604423,30.58244705,68.76689867,41.63604423
2.548688173,68.74682943,41.63597093,13.30326557,68.74682943,41.63597093,9.358621597,68.74682943,41.63597093,33.02150345,68.74682943,41.63597093
2.548688173,68.72676029,41.63589413,13.30326557,68.72676029,41.63589413,9.467647552,68.72676029,41.63589413,30.57809448,68.72676029,41.63589413
2.536467552,68.70669127,41.63581384,13.08676147,68.70669127,41.63581384,8.832819939,68.70669127,41.63581384,28.57517052,68.70669127,41.63581384
2.516375303,68.68662236,41.63573006,12.8824749,68.68662236,41.63573006,8.929821968,68.68662236,41.63573006,27.74180984,68.68662236,41.63573006
2.516375303,68.66655357,41.63564279,12.8824749,68.66655357,41.63564279,9.564362526,68.66655357,41.63564279,28.4532547,68.66655357,41.63564279
2.558042526,68.64648491,41.63555203,12.5577383,68.64648491,41.63555203,8.952812195,68.64648491,41.63555203,27.32601357,68.64648491,41.63555203
2.558042526,68.62641637,41.63545778,12.5577383,68.62641637,41.63545778,9.32640934,68.62641637,41.63545778,23.61643028,68.62641637,41.63545778
2.718292713,68.60634798,41.63536004,12.94462585,68.60634798,41.63536004,8.622392654,68.60634798,41.63536004,30.52887726,68.60634798,41.63536004
2.752147675,68.58627972,41.63525881,13.32032299,68.58627972,41.63525881,8.690574646,68.58627972,41.63525881,28.7991333,68.58627972,41.63525881
2.752147675,68.56621161,41.63515409,13.32032299,68.56621161,41.63515409,8.662685394,68.56621161,41.63515409,26.41753197,68.56621161,41.63515409
2.770085096,68.54614365,41.63504588,13.60859489,68.54614365,41.63504588,9.554301262,68.54614365,41.63504588,27.41957092,68.54614365,41.63504588
2.724966764,68.52607584,41.63493419,13.13406849,68.52607584,41.63493419,9.163983345,68.52607584,41.63493419,28.81655884,68.52607584,41.63493419
2.710904598,68.50600819,41.634819,13.21396255,68.50600819,41.634819,9.608026505,68.50600819,41.634819,29.82066154,68.50600819,41.634819
2.716538668,68.48594071,41.63470032,13.16551399,68.48594071,41.63470032,9.298316956,68.48594071,41.63470032,29.95138168,68.48594071,41.63470032
2.716538668,68.4658734,41.63457815,13.16551399,68.4658734,41.63457815,8.958043098,68.4658734,41.63457815,28.12789726,68.4658734,41.63457815
2.647825241,68.44580626,41.6344525,13.15422821,68.44580626,41.6344525,8.810418129,68.44580626,41.6344525,28.84274673,68.44580626,41.6344525
2.647825241,68.4257393,41.63432335,13.15422821,68.4257393,41.63432335,9.299942017,68.4257393,41.63432335,28.88685799,68.4257393,41.63432335
2.640344858,68.40567253,41.63419071,13.22407246,68.40567253,41.63419071,9.269236565,68.40567253,41.63419071,27.11270142,68.40567253,41.63419071
2.632730484,68.38560595,41.63405459,13.25326061,68.38560595,41.63405459,9.241175652,68.38560595,41.63405459,27.27492142,68.38560595,41.63405459
2.632730484,68.36553956,41.63391498,13.25326061,68.36553956,41.63391498,8.973680496,68.36553956,41.63391498,25.70406342,68.36553956,41.63391498
2.570661306,68.34547337,41.63377187,13.23086739,68.34547337,41.63377187,9.141973495,68.34547337,41.63377187,26.04873276,68.34547337,41.63377187
2.570661306,68.32540739,41.63362528,13.23086739,68.32540739,41.63362528,9.769946098,68.32540739,41.63362528,29.6406498,68.32540739,41.63362528
2.60485673,68.30534161,41.6334752,13.05956173,68.30534161,41.6334752,8.063716888,68.30534161,41.6334752,29.15088081,68.30534161,41.6334752
2.62251544,68.28527605,41.63332164,12.8097887,68.28527605,41.63332164,9.727872849,68.28527605,41.63332164,29.19968605,68.28527605,41.63332164
2.62251544,68.26521071,41.63316458,12.8097887,68.26521071,41.63316458,9.15609169,68.26521071,41.63316458,27.99645042,68.26521071,41.63316458
2.633447647,68.24514559,41.63300404,12.66656971,68.24514559,41.63300404,8.420619011,68.24514559,41.63300404,27.9068222,68.24514559,41.63300404
2.633447647,68.2250807,41.63284,12.66656971,68.2250807,41.63284,8.939466476,68.2250807,41.63284,28.93417931,68.2250807,41.63284
2.592176676,68.20501604,41.63267248,12.48424149,68.20501604,41.63267248,8.9724617,68.20501604,41.63267248,28.66526985,68.20501604,41.63267248
2.564759493,68.18495163,41.63250147,12.34601974,68.18495163,41.63250147,8.809800148,68.18495163,41.63250147,28.54168701,68.18495163,41.63250147
2.895158529,70.17148411,41.61750373,13.77732658,70.17148411,41.61750373,9.579835892,70.17148411,41.61750373,33.49913406,70.17148411,41.61750373
2.652181149,70.15142436,41.61767465,13.00352955,70.15142436,41.61767465,8.099776268,70.15142436,41.61767465,31.34811783,70.15142436,41.61767465
2.652181149,70.13136437,41.61784208,13.00352955,70.13136437,41.61784208,7.955618382,70.13136437,41.61784208,31.55048752,70.13136437,41.61784208
